n,gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q3,q4
1737,0.016,-0.002,0.044,9.714,0.455,-1.451,-46.519,3.59,-120.473,0.473,-0.218,-0.827,-0.205
1738,-0.03,0.014,0.027,9.547,0.316,-1.423,-46.385,4.066,-120.604,0.471,-0.219,-0.827,-0.205
1739,-0.003,-0.016,0.04,9.585,0.383,-1.322,-44.495,3.559,-120.69,0.47,-0.219,-0.828,-0.205
1740,-0.035,0.011,0.004,9.561,0.316,-1.341,-46.523,3.911,-120.467,0.469,-0.22,-0.829,-0.205
1741,-0.004,0.024,-0.016,9.618,0.297,-1.37,-46.078,3.104,-120.467,0.467,-0.221,-0.829,-0.206
1742,0.029,-0.015,-0.024,9.623,0.407,-1.413,-46.087,3.905,-120.452,0.466,-0.221,-0.83,-0.206
1743,-0.012,0.038,-0.024,9.609,0.35,-1.356,-45.945,3.74,-120.595,0.465,-0.221,-0.83,-0.206
1744,-0.022,0.039,0.001,9.685,0.369,-1.293,-46.074,2.784,-120.473,0.464,-0.222,-0.831,-0.206
1745,0,0.06,-0.009,9.685,0.316,-1.475,-46.074,2.784,-120.473,0.463,-0.222,-0.831,-0.207
1746,-0.02,0.023,-0.042,9.604,0.378,-1.408,-46.966,3.59,-120.779,0.461,-0.223,-0.831,-0.207
1747,0.005,-0.037,0.052,9.623,0.321,-1.427,-45.838,4.361,-121.448,0.46,-0.224,-0.832,-0.207
1748,-0.021,-0.01,0.025,9.594,0.402,-1.289,-45.838,4.361,-121.448,0.459,-0.224,-0.832,-0.207
1749,0.016,-0.066,0.051,9.676,0.388,-1.389,-46.361,2.951,-120.335,0.457,-0.225,-0.833,-0.207
1750,0.012,0.01,0.038,9.719,0.354,-1.423,-47.579,4.546,-121.363,0.456,-0.226,-0.834,-0.207
1751,0.012,-0.041,0.06,9.676,0.431,-1.427,-45.33,3.591,-119.705,0.455,-0.226,-0.834,-0.207
1752,0.035,-0.053,0.077,9.623,0.35,-1.494,-46.665,4.076,-120.324,0.453,-0.227,-0.835,-0.207
1753,0.007,0.029,-0.007,9.685,0.278,-1.471,-45.392,4.362,-121.142,0.452,-0.228,-0.835,-0.207
1754,0.024,-0.005,0.017,9.671,0.417,-1.466,-46.398,2.93,-121.351,0.451,-0.228,-0.836,-0.207
1755,0.011,-0.048,0,9.647,0.465,-1.518,-46.497,3.926,-119.741,0.449,-0.229,-0.836,-0.207
1756,-0.031,-0.003,0.013,9.609,0.354,-1.332,-46.497,3.926,-119.741,0.448,-0.229,-0.837,-0.208
1757,-0.023,0.004,-0.029,9.657,0.302,-1.504,-44.908,3.9,-119.974,0.447,-0.23,-0.837,-0.208
1758,0.036,-0.043,-0.019,9.575,0.417,-1.408,-45.912,4.565,-119.418,0.446,-0.23,-0.838,-0.208
1759,0.026,-0.074,0.006,9.594,0.259,-1.475,-45.912,4.565,-119.418,0.444,-0.231,-0.838,-0.208
1760,0.048,-0.003,0.036,9.776,0.364,-1.471,-45.175,4.562,-119.101,0.443,-0.231,-0.839,-0.208
1761,-0.039,0.011,-0.028,9.623,0.412,-1.384,-46.973,5.198,-120.459,0.442,-0.232,-0.839,-0.208
1762,0.01,0.023,-0.015,9.733,0.422,-1.408,-46.109,3.57,-121.184,0.441,-0.232,-0.84,-0.209
1763,-0.011,0.021,-0.022,9.652,0.426,-1.427,-45.728,3.941,-118.553,0.44,-0.232,-0.84,-0.209
1764,0.042,0.001,0.036,9.662,0.45,-1.523,-45.5,2.934,-120.594,0.439,-0.233,-0.84,-0.209
1765,-0.01,0.04,0.014,9.638,0.412,-1.403,-46.385,4.066,-120.604,0.438,-0.233,-0.841,-0.209
1766,-0.014,0.035,0.004,9.542,0.455,-1.423,-45.192,3.746,-119.842,0.437,-0.234,-0.841,-0.209
1767,0.013,-0.027,0.017,9.523,0.407,-1.494,-45.441,3.774,-118.691,0.435,-0.235,-0.842,-0.209
1768,0.021,0.043,0.007,9.547,0.354,-1.538,-46.61,2.978,-119.184,0.434,-0.235,-0.842,-0.209
1769,0.002,0.022,0.022,9.824,0.402,-1.341,-46.61,2.978,-119.184,0.433,-0.236,-0.842,-0.21
1770,0.001,-0.018,0.03,9.556,0.311,-1.389,-46.379,4.553,-120.305,0.432,-0.236,-0.843,-0.21
1771,-0.045,0.048,-0.012,9.676,0.345,-1.418,-45.792,3.581,-120.447,0.431,-0.237,-0.843,-0.21
1772,0.027,0.024,-0.002,9.685,0.335,-1.423,-46.494,2.798,-120.053,0.43,-0.237,-0.843,-0.21
1773,0.005,0.095,-0.038,9.748,0.259,-1.442,-46.674,4.877,-120.309,0.43,-0.237,-0.843,-0.21
1774,-0.016,0.039,-0.04,9.69,0.297,-1.432,-46.054,4.73,-119.275,0.429,-0.238,-0.844,-0.211
1775,0,-0.004,0.03,9.566,0.407,-1.212,-46.539,4.385,-120.749,0.428,-0.238,-0.844,-0.211
1776,0.03,-0.01,-0.036,9.566,0.374,-1.25,-44.471,4.701,-119.653,0.427,-0.238,-0.845,-0.211
1777,0.018,0.019,-0.015,9.585,0.369,-1.332,-45.171,3.275,-119.416,0.426,-0.239,-0.845,-0.211
1778,-0.028,-0.007,0.005,9.575,0.436,-1.38,-45.183,2.945,-119.857,0.424,-0.239,-0.845,-0.211
1779,-0.009,0.035,0.01,9.705,0.489,-1.471,-45.183,2.945,-119.857,0.424,-0.24,-0.846,-0.212
1780,0.01,-0.045,0.037,9.566,0.436,-1.461,-45.772,5.528,-119.249,0.422,-0.241,-0.846,-0.212
1781,0.015,-0.037,0.014,9.762,0.354,-1.437,-45.772,5.528,-119.249,0.421,-0.241,-0.846,-0.212
1782,0.023,0.015,0.006,9.638,0.441,-1.389,-45.816,4.697,-120.716,0.42,-0.241,-0.847,-0.212
1783,-0.042,0.059,-0.074,9.69,0.34,-1.447,-46.49,4.736,-119.291,0.419,-0.242,-0.847,-0.212
1784,-0.017,0.065,-0.023,9.695,0.469,-1.518,-46.062,3.113,-120.031,0.419,-0.242,-0.847,-0.213
1785,-0.039,0.028,-0.084,9.623,0.46,-1.413,-45.374,5.178,-120.401,0.417,-0.242,-0.848,-0.213
1786,0.025,0.017,-0.01,9.59,0.455,-1.336,-45.47,4.079,-119.411,0.417,-0.243,-0.848,-0.213
1787,-0.034,0.065,-0.062,9.662,0.455,-1.346,-46.066,4.401,-119.717,0.416,-0.243,-0.848,-0.214
1788,-0.027,0.028,-0.016,9.676,0.46,-1.461,-45.334,3.911,-119.699,0.415,-0.243,-0.848,-0.214
1789,-0.025,0.037,-0.033,9.58,0.383,-1.389,-45.334,3.911,-119.699,0.414,-0.243,-0.849,-0.214
1790,0.03,0.005,0.031,9.671,0.546,-1.475,-45.784,5.198,-119.691,0.413,-0.244,-0.849,-0.214
1791,-0.014,0.053,-0.001,9.652,0.484,-1.399,-45.343,4.712,-119.684,0.412,-0.244,-0.849,-0.215
1792,-0.01,0.047,-0.025,9.709,0.383,-1.346,-45.343,4.712,-119.684,0.411,-0.245,-0.849,-0.215
1793,0.046,-0.021,0.024,9.767,0.551,-1.308,-45.892,3.77,-119.143,0.41,-0.245,-0.85,-0.215
1794,0.027,-0.015,0.06,9.7,0.536,-1.346,-45.892,3.77,-119.143,0.41,-0.246,-0.85,-0.215
1795,-0.043,0.013,0.026,9.666,0.436,-1.327,-46.53,3.584,-120.764,0.409,-0.247,-0.85,-0.215
1796,-0.008,-0.024,0.056,9.7,0.426,-1.38,-46.528,4.391,-120.458,0.408,-0.247,-0.85,-0.215
1797,-0.047,0.026,-0.037,9.781,0.532,-1.461,-44.308,4.065,-119.369,0.407,-0.248,-0.851,-0.216
1798,0.038,0.009,0.099,9.604,0.604,-1.265,-44.414,1.993,-118.978,0.406,-0.248,-0.851,-0.215
1799,0.021,0.047,0.069,9.59,0.369,-1.437,-46.935,5.542,-119.291,0.405,-0.249,-0.851,-0.215
1800,0.037,0.026,0.062,9.681,0.407,-1.403,-45.789,4.712,-119.99,0.405,-0.25,-0.851,-0.215
1801,0.075,0.158,0.023,9.705,0.541,-1.461,-45.789,4.712,-119.99,0.405,-0.25,-0.851,-0.215
1802,0.066,0.248,-0.034,9.642,0.35,-1.437,-46.942,4.732,-119.742,0.405,-0.25,-0.851,-0.215
1803,0.101,0.486,0.011,9.628,0.321,-1.174,-46.043,2.318,-119.756,0.406,-0.25,-0.85,-0.216
1804,-0.001,0.818,-0.039,9.662,0.359,-1.087,-46.043,2.318,-119.756,0.409,-0.249,-0.849,-0.217
1805,0.067,0.959,-0.055,9.662,0.263,-0.623,-46.603,3.788,-118.733,0.412,-0.248,-0.847,-0.218
1806,-0.005,1.231,-0.149,9.614,0.474,-0.393,-47.612,4.451,-118.322,0.416,-0.247,-0.845,-0.22
1807,-0.008,1.366,-0.058,9.724,0.944,-0.651,-45.398,3.314,-117.684,0.421,-0.245,-0.842,-0.222
1808,0.019,1.504,-0.08,9.791,0.527,-0.709,-45.304,3.606,-118.979,0.426,-0.244,-0.84,-0.225
1809,-0.15,1.95,0.011,9.489,0.766,0.307,-45.849,4.601,-117.676,0.434,-0.242,-0.835,-0.228
1810,-0.304,2.414,0.177,9.35,0.977,0.196,-44.243,5.391,-117.167,0.443,-0.241,-0.83,-0.232
1811,-0.252,2.913,0.414,9.245,-0.081,0.948,-45.354,5.436,-115.757,0.454,-0.241,-0.823,-0.236
1812,-0.197,3.056,0.281,9.638,0.398,0.728,-44.997,3.374,-114.624,0.466,-0.239,-0.815,-0.24
1813,-0.291,3.201,0.221,9.115,0.302,1.672,-44.199,2.116,-113.025,0.478,-0.238,-0.807,-0.245
1814,-0.272,3.336,0.325,9.772,0.503,0.891,-44.199,2.116,-113.025,0.49,-0.236,-0.799,-0.25
1815,-0.245,3.156,0.19,10.141,-0.067,1.954,-43.813,2.166,-110.401,0.502,-0.234,-0.791,-0.254
1816,-0.088,2.88,0.199,10.639,-0.508,2.223,-41.19,3.428,-109.701,0.512,-0.232,-0.783,-0.258
1817,-0.014,2.97,0.229,9.465,0.091,2.108,-40.677,2.66,-107.813,0.523,-0.23,-0.776,-0.261
1818,-0.196,3.151,0.345,9.063,0.316,2.874,-40.308,2.702,-105.624,0.535,-0.228,-0.767,-0.265
1819,-0.21,3.172,0.341,9.005,0.354,3.171,-38.704,3.168,-105.267,0.546,-0.227,-0.758,-0.27
1820,-0.123,3.347,0.372,8.871,0.125,3.693,-39.377,0.789,-104.612,0.558,-0.225,-0.748,-0.274
1821,-0.122,3.564,0.447,8.809,0.043,3.621,-38.632,1.92,-103.694,0.571,-0.223,-0.737,-0.277
1822,-0.354,4.077,0.411,8.359,-0.613,4.297,-35.849,1.414,-103.168,0.586,-0.22,-0.725,-0.283
1823,-0.396,4.366,0.348,7.966,-0.58,5.269,-35.87,2.615,-99.377,0.601,-0.217,-0.71,-0.289
1824,-0.495,4.366,0.423,8.023,-0.484,5.456,-35.87,2.615,-99.377,0.616,-0.215,-0.696,-0.295
1825,-0.564,4.366,0.507,7.626,-0.115,5.13,-31.31,1.946,-97.919,0.631,-0.213,-0.68,-0.301
1826,-0.115,4.366,0.575,4.68,-0.12,4.881,-29.844,0.806,-97.888,0.646,-0.209,-0.665,-0.306
1827,-0.129,4.366,0.603,7.463,-0.479,4.78,-29.765,0.851,-95.71,0.661,-0.206,-0.65,-0.31
1828,-0.153,4.366,0.479,5.418,-0.829,7.099,-26.952,0.04,-94.463,0.675,-0.202,-0.633,-0.314
1829,0.215,4.366,0.419,4.191,0.235,7.166,-22.373,-1.425,-92.73,0.69,-0.197,-0.617,-0.318
1830,0.838,4.366,0.17,3.008,0.273,7.717,-18.084,0.016,-90.083,0.705,-0.188,-0.601,-0.321
1831,1.369,4.366,-0.156,1.916,0.589,8.569,-15.2,0.128,-90.556,0.72,-0.176,-0.586,-0.323
1832,1.654,4.366,-0.145,2.136,-0.829,8.263,-11.349,0.284,-88.383,0.735,-0.163,-0.57,-0.324
1833,1.749,4.366,-0.267,0.091,0.005,10.581,-6.453,0.035,-89.515,0.749,-0.149,-0.554,-0.325
1834,1.709,4.366,-0.052,-1.221,0.014,11.539,-4.737,0.642,-90.02,0.764,-0.136,-0.537,-0.326
1835,1.513,2.515,-0.016,-1.705,-0.786,13.704,-2.599,1.559,-90.795,0.773,-0.126,-0.526,-0.325
1836,0.751,0.349,0.071,-0.742,-0.134,13.129,-2.599,1.559,-90.795,0.777,-0.123,-0.523,-0.324
1837,0.184,-0.703,0.311,0.541,1.006,11.094,-0.277,2.817,-90.396,0.777,-0.125,-0.522,-0.324
1838,-0.098,-0.379,0.245,0.637,1.106,11.127,-1.505,3.923,-91.869,0.778,-0.127,-0.52,-0.324
1839,-0.079,-0.205,0.071,-0.225,0.944,9.982,-1.505,3.923,-91.869,0.779,-0.127,-0.517,-0.326
1840,-0.106,-0.174,0,-0.493,0.853,10.016,-2.067,4.103,-91.307,0.78,-0.128,-0.514,-0.327
1841,-0.122,-0.23,0.032,-0.536,0.637,10.198,0.745,3.291,-90.06,0.781,-0.129,-0.511,-0.329
1842,-0.068,-0.224,0.039,-0.345,0.79,9.901,-1.258,1.4,-89.879,0.782,-0.13,-0.509,-0.33
1843,-0.118,-0.191,0.054,-0.187,0.829,9.786,-0.26,3.633,-89.655,0.783,-0.131,-0.506,-0.332
1844,-0.07,-0.345,0.087,-0.445,0.627,9.973,-2.631,4.442,-90.741,0.784,-0.132,-0.503,-0.333
1845,-0.104,-0.277,-0.018,-0.292,0.685,9.748,-0.85,2.991,-90.124,0.785,-0.133,-0.501,-0.335
1846,-0.078,-0.265,0.004,-0.699,0.584,10.035,-2.236,0.79,-89.057,0.786,-0.134,-0.498,-0.336
1847,-0.065,-0.264,-0.083,-0.436,0.584,10.011,-2.894,3.817,-90.182,0.787,-0.135,-0.495,-0.338
1848,-0.025,-0.234,-0.101,-0.364,0.618,10.04,-2.894,3.817,-90.182,0.788,-0.135,-0.493,-0.34
1849,-0.012,-0.175,-0.163,-0.331,0.58,9.958,-2.004,2.204,-90.181,0.788,-0.135,-0.49,-0.342
1850,-0.113,-0.104,-0.119,-0.216,0.508,9.882,-1.27,2.522,-89.858,0.789,-0.135,-0.487,-0.344
1851,-0.073,-0.12,-0.167,-0.263,0.508,9.906,-1.27,2.522,-89.858,0.79,-0.136,-0.483,-0.346
1852,-0.057,-0.138,-0.174,-0.283,0.56,10.102,-2.261,2.066,-89.323,0.791,-0.136,-0.48,-0.348
1853,-0.014,-0.151,-0.031,-0.254,0.484,9.906,-1.746,1.376,-91.347,0.792,-0.136,-0.477,-0.35
1854,-0.009,-0.084,-0.09,-0.192,0.647,9.887,-1.164,3.143,-90.712,0.794,-0.136,-0.474,-0.352
1855,-0.004,-0.163,-0.04,-0.311,0.618,10.05,-1.4,1.565,-89.736,0.795,-0.136,-0.471,-0.353
1856,-0.039,-0.082,-0.107,-0.225,0.637,9.887,-2.307,2.362,-90.479,0.796,-0.136,-0.468,-0.355
1857,0.039,-0.119,-0.053,-0.383,0.46,9.848,-2.326,3.157,-90.754,0.797,-0.136,-0.464,-0.357
1858,0.071,-0.095,-0.067,-0.144,0.422,9.954,-1.433,3.642,-89.988,0.798,-0.136,-0.461,-0.358
1859,0.053,-0.117,-0.05,-0.101,0.589,9.982,-1.24,2.216,-89.138,0.799,-0.136,-0.458,-0.36
1860,0.061,-0.08,-0.035,-0.23,0.594,9.872,-1.24,2.216,-89.138,0.8,-0.136,-0.455,-0.361
1861,0.023,-0.086,-0.04,-0.139,0.666,9.978,-1.155,2.342,-90.727,0.802,-0.136,-0.452,-0.363
1862,0.004,-0.037,-0.056,0.043,0.503,9.997,-0.4,1.704,-90.132,0.803,-0.136,-0.448,-0.364
1863,-0.024,0.006,-0.079,-0.139,0.469,9.949,-0.4,1.704,-90.132,0.804,-0.136,-0.444,-0.366
1864,0.004,0.001,-0.072,-0.086,0.445,9.844,-2.556,2.39,-89.328,0.806,-0.136,-0.441,-0.368
1865,0.05,-0.062,-0.029,-0.273,0.627,9.891,-1.16,2.822,-90.718,0.807,-0.135,-0.437,-0.369
1866,-0.019,-0.037,-0.109,0.067,0.513,9.882,-2.063,1.364,-92.084,0.808,-0.135,-0.434,-0.371
1867,-0.031,0.007,-0.015,-0.038,0.575,9.896,-1.277,2.195,-90.155,0.809,-0.135,-0.43,-0.372
1868,0.011,-0.003,-0.019,-0.168,0.455,9.935,-1.963,0.938,-89.479,0.811,-0.135,-0.426,-0.374
1869,-0.072,-0.027,-0.048,0,0.455,9.997,-0.364,0.918,-89.421,0.812,-0.135,-0.422,-0.375
1870,-0.024,0,-0.044,-0.129,0.58,9.944,-2.013,3.005,-90.166,0.813,-0.135,-0.418,-0.377
1871,-0.002,-0.051,0.039,-0.172,0.637,9.824,-2.895,2.526,-90.642,0.814,-0.135,-0.415,-0.378
1872,-0.067,-0.024,-0.025,-0.105,0.58,9.781,-2.895,2.526,-90.642,0.816,-0.136,-0.411,-0.38
1873,0.004,-0.072,0.028,-0.086,0.584,9.743,-1.864,3.167,-90.013,0.817,-0.136,-0.408,-0.381
1874,0.012,-0.045,0.028,-0.115,0.455,9.82,-1.771,2.168,-91.768,0.818,-0.136,-0.404,-0.382
1875,-0.033,-0.052,-0.025,-0.005,0.57,10.016,-1.771,2.168,-91.768,0.819,-0.136,-0.4,-0.383
1876,-0.042,-0.019,-0.01,-0.129,0.513,9.987,-2.547,1.589,-89.343,0.82,-0.136,-0.397,-0.385
1877,-0.036,0.017,-0.044,-0.129,0.479,9.834,-2.508,2.171,-92.084,0.821,-0.136,-0.393,-0.386
1878,-0.064,-0.001,0.022,-0.177,0.345,9.891,-1.149,2.828,-90.428,0.823,-0.136,-0.389,-0.387
1879,0.002,-0.003,0.024,-0.125,0.522,9.949,-1.755,2.177,-91.332,0.824,-0.136,-0.385,-0.389
1880,-0.061,-0.042,0.059,-0.038,0.369,9.997,-2.424,1.735,-89.915,0.825,-0.136,-0.381,-0.39
1881,-0.056,-0.025,-0.065,0.057,0.522,9.939,-2.874,0.604,-90.678,0.826,-0.136,-0.377,-0.391
1882,-0.084,0.036,-0.015,-0.019,0.498,9.863,-2.874,0.604,-90.678,0.827,-0.136,-0.373,-0.393
1883,-0.065,-0.011,-0.021,-0.086,0.498,9.949,-1.14,2.027,-90.443,0.828,-0.136,-0.37,-0.394
1884,-0.064,-0.015,0.019,-0.053,0.517,9.915,-2.578,2.054,-90.06,0.829,-0.136,-0.366,-0.395
1885,-0.059,-0.002,-0.075,0.024,0.46,9.954,-2.578,2.054,-90.06,0.83,-0.136,-0.362,-0.397
1886,-0.019,-0.032,0.025,-0.024,0.498,9.858,-1.995,1.403,-90.196,0.831,-0.136,-0.358,-0.398
1887,-0.069,-0.003,-0.019,0.048,0.455,9.863,-1.995,1.403,-90.196,0.832,-0.136,-0.354,-0.399
1888,0.008,-0.09,0.042,-0.081,0.34,9.853,-2.45,1.72,-90.641,0.833,-0.136,-0.351,-0.4
1889,-0.01,-0.013,0.056,-0.043,0.465,9.954,-1.389,2.055,-89.292,0.835,-0.136,-0.347,-0.401
1890,-0.044,0.053,-0.027,-0.034,0.364,9.82,0.189,1.539,-89.969,0.836,-0.136,-0.343,-0.402
1891,0.043,-0.038,0.032,0.034,0.426,9.944,-1.881,2.351,-90.754,0.837,-0.136,-0.34,-0.403
1892,0.051,-0.063,0.017,-0.053,0.441,9.973,-0.71,1.535,-90.727,0.838,-0.135,-0.337,-0.404
1893,0.014,0.008,0.005,0.005,0.445,10.011,-2.417,2.545,-89.465,0.839,-0.135,-0.333,-0.405
1894,0.042,0.015,0.049,0.062,0.479,10.006,-2.417,2.545,-89.465,0.84,-0.134,-0.329,-0.406
1895,0.044,-0.057,0.065,-0.11,0.498,9.887,-2.851,0.939,-89.946,0.841,-0.134,-0.326,-0.406
1896,0.022,-0.033,0.037,0.077,0.46,9.891,-2.594,2.045,-90.495,0.842,-0.134,-0.323,-0.407
1897,0.034,-0.044,0.057,-0.11,0.431,9.81,-2.594,2.045,-90.495,0.843,-0.134,-0.319,-0.408
1898,0.024,0.004,-0.029,0.038,0.493,9.925,-0.809,1.724,-89.422,0.844,-0.133,-0.316,-0.409
1899,-0.019,-0.002,-0.01,0.034,0.532,9.887,-2.435,1.729,-90.206,0.845,-0.133,-0.312,-0.41
1900,-0.028,0.026,-0.057,-0.115,0.493,9.829,-1.731,3.803,-90.14,0.846,-0.132,-0.308,-0.411
1901,0.052,-0.069,0.038,-0.096,0.436,9.829,-2.342,3.148,-91.19,0.847,-0.132,-0.305,-0.412
1902,0.071,-0.013,0.048,-0.062,0.474,9.848,-1.715,0.91,-90.63,0.848,-0.131,-0.302,-0.412
1903,0.056,-0.032,0.104,-0.062,0.436,9.834,-2.937,2.502,-91.804,0.849,-0.131,-0.298,-0.413
1904,0.079,0.01,0.05,-0.062,0.378,9.973,-2.281,2.377,-89.753,0.85,-0.13,-0.295,-0.413
1905,0.049,-0.038,-0.028,-0.072,0.484,9.786,-1.759,2.497,-91.326,0.85,-0.13,-0.292,-0.414
1906,0.023,0.075,0.023,-0.043,0.469,9.887,-1.759,2.497,-91.326,0.851,-0.129,-0.288,-0.415
1907,-0.008,-0.011,-0.042,-0.048,0.474,9.834,-1.976,3.026,-89.15,0.852,-0.129,-0.285,-0.416
1908,0.044,-0.049,0.067,-0.091,0.469,9.877,-2.604,2.039,-90.786,0.853,-0.128,-0.281,-0.416
1909,0.011,0.005,0.024,0.024,0.541,9.949,-2.604,2.039,-90.786,0.854,-0.128,-0.278,-0.417
1910,0.028,-0.014,0.033,0.034,0.474,9.949,-1.754,2.984,-91.027,0.855,-0.127,-0.275,-0.418
1911,-0.031,-0.005,-0.018,-0.038,0.316,9.92,-1.86,0.428,-90.79,0.855,-0.127,-0.271,-0.419
1912,-0.011,0.002,0.028,-0.12,0.536,9.93,-2.333,2.347,-91.205,0.856,-0.127,-0.268,-0.419
1913,-0.057,0.039,-0.011,-0.038,0.594,9.906,-1.722,3.002,-90.155,0.857,-0.126,-0.264,-0.42
1914,-0.027,-0.01,0.044,-0.024,0.431,9.834,-2.86,1.74,-89.931,0.858,-0.126,-0.261,-0.421
1915,-0.028,0.011,0.004,-0.038,0.441,10.002,-1.16,2.822,-90.718,0.858,-0.126,-0.258,-0.421
1916,0.011,-0.048,0.064,0.019,0.422,9.901,-2.273,0.769,-90.073,0.859,-0.125,-0.255,-0.422
1917,0.009,-0.019,0.006,-0.014,0.498,10.002,-2.587,2.855,-90.045,0.86,-0.125,-0.252,-0.423
1918,0.048,-0.015,-0.016,-0.201,0.498,10.03,-2.587,2.855,-90.045,0.86,-0.124,-0.249,-0.423
1919,-0.019,-0.002,0.035,-0.019,0.489,9.844,-2.599,1.559,-90.795,0.861,-0.124,-0.245,-0.424
1920,0.044,-0.005,0.034,-0.072,0.465,9.901,-2.471,2.192,-91.068,0.862,-0.123,-0.242,-0.424
1921,0.025,0.063,-0.065,0.029,0.493,9.92,-2.471,2.192,-91.068,0.862,-0.122,-0.239,-0.425
1922,-0.023,0.026,0.032,0.005,0.46,9.992,-1.858,1.235,-90.484,0.863,-0.122,-0.236,-0.426
1923,0.023,-0.013,0.033,-0.086,0.498,9.877,-2.317,2.356,-90.769,0.864,-0.121,-0.233,-0.426
1924,-0.053,0.04,-0.024,-0.019,0.58,9.915,-0.671,2.847,-89.251,0.864,-0.121,-0.229,-0.427
1925,0.043,-0.032,0.021,-0.057,0.426,9.882,-2.604,2.039,-90.786,0.865,-0.12,-0.227,-0.427
1926,-0.014,0.018,-0.005,0.01,0.632,9.748,-1.864,3.167,-90.013,0.865,-0.12,-0.224,-0.428
1927,-0.013,0.078,-0.029,-0.029,0.484,9.853,-2.013,3.005,-90.166,0.866,-0.119,-0.22,-0.429
1928,0.008,-0.005,0.02,-0.12,0.565,9.882,-2.044,2.987,-91.037,0.867,-0.119,-0.217,-0.429
1929,0.015,-0.014,0.036,-0.014,0.469,9.776,-2.608,2.36,-90.78,0.867,-0.118,-0.215,-0.43
1930,-0.047,0.02,0.013,0.091,0.536,9.848,-2.608,2.36,-90.78,0.868,-0.118,-0.211,-0.43
1931,-0.017,0.05,0.005,0.024,0.465,9.949,-2.277,2.057,-89.759,0.868,-0.117,-0.208,-0.431
1932,-0.009,0.034,-0.003,-0.125,0.58,9.963,-1.244,2.537,-89.132,0.869,-0.117,-0.205,-0.431
1933,0.044,0.001,0.076,-0.062,0.503,9.8,-1.244,2.537,-89.132,0.869,-0.116,-0.203,-0.432
1934,0.039,-0.035,0.059,0.005,0.532,10.021,-2.893,0.915,-91.108,0.87,-0.115,-0.2,-0.432
1935,0.019,-0.066,0.023,-0.129,0.527,10.064,-2.983,1.594,-89.359,0.87,-0.115,-0.198,-0.432
1936,-0.018,0.043,-0.04,0.081,0.599,9.877,-1.836,1.571,-89.752,0.871,-0.114,-0.195,-0.433
1937,0.032,-0.048,0.039,0.038,0.532,10.006,-2.459,2.521,-90.626,0.871,-0.114,-0.192,-0.433
1938,-0.027,0.001,0.041,0.01,0.503,9.901,-1.111,3.173,-89.26,0.872,-0.113,-0.19,-0.433
1939,-0.01,0.023,0.025,-0.005,0.479,10.026,-1.123,2.843,-89.702,0.872,-0.113,-0.187,-0.434
1940,0.007,-0.015,0.049,0.043,0.445,9.935,-1.745,2.183,-91.042,0.873,-0.112,-0.184,-0.434
1941,0.029,-0.04,0.035,0.034,0.436,9.834,-3.604,0.933,-90.698,0.873,-0.111,-0.182,-0.434
1942,0.035,-0.009,0.071,-0.125,0.56,9.887,-2.314,2.036,-90.775,0.874,-0.111,-0.179,-0.434
1943,0.012,0.066,-0.003,0.019,0.455,9.887,-2.314,2.036,-90.775,0.874,-0.11,-0.177,-0.435
1944,0.029,-0.025,0.074,-0.048,0.599,9.901,-2.417,2.545,-89.465,0.875,-0.109,-0.174,-0.435
1945,-0.005,0.022,0.002,-0.067,0.551,10.006,-2.417,2.545,-89.465,0.875,-0.109,-0.172,-0.435
1946,0.019,-0.044,0.023,-0.072,0.522,9.901,-1.137,3.158,-89.986,0.876,-0.108,-0.169,-0.435
1947,-0.019,0.034,0.018,0.014,0.57,9.93,-2.33,2.027,-91.211,0.876,-0.108,-0.167,-0.436
1948,-0.019,0.008,0.02,-0.029,0.541,9.949,-2.288,2.051,-90.049,0.876,-0.107,-0.164,-0.436
1949,-0.018,0.037,0.015,-0.077,0.541,10.03,-1.293,2.186,-90.59,0.877,-0.106,-0.162,-0.436
1950,-0.013,0.005,0.023,0.034,0.412,9.906,-3.452,3.192,-89.78,0.877,-0.106,-0.159,-0.437
1951,0.007,0.002,-0.021,0.01,0.513,10.002,-2.048,3.308,-91.031,0.877,-0.105,-0.157,-0.437
1952,-0.04,-0.018,-0.043,0.062,0.546,9.939,-1.739,1.702,-91.051,0.878,-0.105,-0.155,-0.438
1953,0.003,-0.006,0.021,0.019,0.445,9.896,-2.291,2.371,-90.043,0.878,-0.104,-0.153,-0.438
1954,0.014,-0.047,0.039,-0.014,0.627,9.858,-2.466,1.711,-91.077,0.878,-0.104,-0.151,-0.438
1955,-0.038,0.036,0.022,-0.034,0.493,9.92,-2.466,1.711,-91.077,0.879,-0.103,-0.148,-0.438
1956,-0.037,0.02,-0.002,0.014,0.58,9.853,-2.321,1.226,-91.226,0.879,-0.103,-0.146,-0.439
1957,-0.007,-0.023,0.031,-0.091,0.479,9.939,-1.287,1.706,-90.599,0.879,-0.102,-0.144,-0.439
1958,-0.056,-0.012,-0.002,0.01,0.556,9.901,-1.688,0.925,-89.904,0.879,-0.102,-0.142,-0.439
1959,-0.016,-0.035,0.066,0.091,0.536,9.896,-2.321,3.644,-90.455,0.88,-0.101,-0.14,-0.439
1960,-0.125,0.031,0.059,0.062,0.479,9.925,-1.828,-0.037,-90.073,0.88,-0.101,-0.137,-0.439
